GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
JabRef,org.jabref.gui.documentviewer,PdfDocumentPageViewModel,111,14,6,0,23,5,8,1,5,1
JabRef,org.jabref.gui.documentviewer,PageDimension,21,0,0,0,5,0,5,0,5,0
JabRef,org.jabref.gui.documentviewer,DocumentViewerControl.DocumentViewerPage,214,0,0,0,46,0,13,0,13,0
JabRef,org.jabref.gui.documentviewer,DocumentViewerViewModel,210,0,12,0,55,0,27,0,21,0
JabRef,org.jabref.model.groups.event,GroupUpdatedEvent,3,6,0,0,1,3,1,1,1,1
JabRef,org.jabref.model.util,OptionalUtil,50,72,10,14,9,14,12,14,6,8
JabRef,org.jabref.model.util,ListUtil,3,36,0,8,1,10,1,6,1,2
JabRef,org.jabref.model.util,ResultingStringState,0,9,0,0,0,4,0,1,0,1
JabRef,org.jabref.model.util,TreeCollector,21,130,2,8,5,31,4,15,3,11
JabRef,org.jabref.model.util,MultiKeyMap,5,55,1,3,1,16,1,5,0,4
JabRef,org.jabref.model.util,DummyFileUpdateMonitor,4,4,0,0,3,2,3,2,3,2
JabRef,org.jabref.logic.texparser,DefaultLatexParser,18,323,5,27,7,60,6,19,1,8
JabRef,org.jabref.logic.texparser,TexBibEntriesResolver,10,162,0,2,3,22,0,13,0,12
JabRef,org.jabref.gui.util.component,TemporalAccessorPicker.new StringConverter() {...},32,0,2,0,7,0,4,0,3,0
JabRef,org.jabref.gui.util.component,TemporalAccessorPicker.InternalConverter,44,6,6,0,8,1,5,1,2,1
JabRef,org.jabref.gui.util.component,TemporalAccessorPicker,90,41,7,1,25,10,14,2,10,2
JabRef,org.jabref.gui.entryeditor.citationrelationtab.semanticscholar,SemanticScholarFetcher,195,0,12,0,48,0,16,0,10,0
JabRef,org.jabref.gui.entryeditor.citationrelationtab.semanticscholar,CitationFetcher.SearchType,0,25,0,0,0,6,0,2,0,2
JabRef,org.jabref.gui.entryeditor.citationrelationtab.semanticscholar,AuthorResponse,17,0,0,0,7,0,5,0,5,0
JabRef,org.jabref.gui.entryeditor.citationrelationtab.semanticscholar,PaperDetails,89,0,2,0,27,0,15,0,14,0
JabRef,org.jabref.gui.entryeditor.citationrelationtab.semanticscholar,ReferencesResponse,24,0,0,0,10,0,7,0,7,0
JabRef,org.jabref.gui.entryeditor.citationrelationtab.semanticscholar,CitationsResponse,24,0,0,0,10,0,7,0,7,0
JabRef,org.jabref.gui.entryeditor.citationrelationtab.semanticscholar,CitationDataItem,10,0,0,0,4,0,3,0,3,0
JabRef,org.jabref.gui.entryeditor.citationrelationtab.semanticscholar,ReferenceDataItem,6,0,0,0,2,0,2,0,2,0
JabRef,org.jabref.gui.exporter,SaveAllAction,63,0,4,0,14,0,4,0,2,0
JabRef,org.jabref.gui.exporter,ExportToClipboardAction.ExportResult,0,9,0,0,0,1,0,1,0,1
JabRef,org.jabref.gui.exporter,CreateModifyExporterDialogViewModel,177,0,12,0,36,0,14,0,8,0
JabRef,org.jabref.gui.exporter,WriteMetadataToLinkedPdfsAction,119,0,8,0,31,0,7,0,3,0
JabRef,org.jabref.gui.exporter,ExportCommand,275,0,6,0,67,0,14,0,11,0
JabRef,org.jabref.gui.exporter,ExporterViewModel,54,0,0,0,14,0,5,0,5,0
JabRef,org.jabref.gui.exporter,SaveDatabaseAction.SaveDatabaseMode,0,15,0,0,0,2,0,1,0,1
JabRef,org.jabref.gui.exporter,ExportToClipboardAction,34,248,7,5,9,51,6,11,1,10
JabRef,org.jabref.gui.exporter,SaveAction,56,0,6,0,16,0,6,0,2,0
JabRef,org.jabref.gui.exporter,SaveDatabaseAction,431,267,23,11,74,62,26,13,11,11
JabRef,org.jabref.gui.exporter,CreateModifyExporterDialogView,68,0,2,0,18,0,5,0,4,0
JabRef,org.jabref.gui.exporter,ExportCommand.ExportMethod,15,0,0,0,1,0,1,0,1,0
JabRef,org.jabref.gui.exporter,WriteMetadataToLinkedPdfsAction.WriteMetaDataTask,259,0,12,0,52,0,9,0,3,0
JabRef,org.jabref.gui.exporter,SaveAction.SaveMethod,21,0,0,0,1,0,1,0,1,0
JabRef,org.jabref.gui.libraryproperties.constants,ConstantsPropertiesView,272,0,4,0,57,0,16,0,14,0
JabRef,org.jabref.gui.libraryproperties.constants,ConstantsPropertiesViewModel,99,82,4,0,24,20,11,7,9,7
JabRef,org.jabref.gui.libraryproperties.constants,ConstantsItemModel,60,95,7,7,14,21,12,6,5,6
JabRef,org.jabref.gui.externalfiles,FileExtensionViewModel,26,25,0,0,4,6,2,2,2,2
JabRef,org.jabref.gui.externalfiles,AutoLinkFilesAction.new Task() {...},98,0,6,0,19,0,6,0,3,0
JabRef,org.jabref.gui.externalfiles,DownloadFullTextAction.new Task() {...},57,0,2,0,11,0,3,0,2,0
JabRef,org.jabref.gui.externalfiles,FindUnlinkedFilesAction,23,0,0,0,7,0,2,0,2,0
JabRef,org.jabref.gui.externalfiles,DateRange,3,61,0,0,1,9,1,2,1,2
JabRef,org.jabref.gui.externalfiles,DownloadFullTextAction,233,0,14,0,52,0,13,0,6,0
JabRef,org.jabref.gui.externalfiles,GitIgnoreFileFilter,10,117,1,11,3,25,1,14,0,9
JabRef,org.jabref.gui.externalfiles,DuplicateDecisionResult,0,9,0,0,0,1,0,1,0,1
JabRef,org.jabref.gui.externalfiles,ImportFilesResultItemViewModel,64,0,2,0,14,0,6,0,5,0
JabRef,org.jabref.gui.externalfiles,AutoSetFileLinksUtil,113,117,14,4,28,26,12,6,4,5
JabRef,org.jabref.gui.externalfiles,UnlinkedFilesDialogViewModel,568,0,16,0,130,0,42,0,34,0
JabRef,org.jabref.gui.externalfiles,ImportHandler.new BackgroundTask() {...},260,0,14,0,46,0,13,0,6,0
JabRef,org.jabref.gui.externalfiles,ExternalFileSorter,3,41,0,0,1,7,1,2,1,2
JabRef,org.jabref.gui.externalfiles,ImportHandler,380,165,31,5,90,42,31,13,14,11
JabRef,org.jabref.gui.externalfiles,AutoLinkFilesAction,99,0,0,0,21,0,3,0,3,0
JabRef,org.jabref.gui.externalfiles,UnlinkedFilesCrawler,45,155,4,8,8,33,5,6,1,4
JabRef,org.jabref.gui.externalfiles,FileFilterUtils,42,120,8,2,8,39,8,13,0,13
JabRef,org.jabref.gui.externalfiles,ChainedFilters,7,21,0,0,3,6,0,4,0,4
JabRef,org.jabref.gui.externalfiles,UnlinkedFilesDialogView,575,0,10,0,118,0,33,0,28,0
JabRef,org.jabref.gui.externalfiles,UnlinkedPDFFileFilter,2,38,3,5,1,6,3,3,0,2
JabRef,org.jabref.gui.externalfiles,AutoSetFileLinksUtil.LinkFilesResult,31,0,0,0,9,0,5,0,5,0
JabRef,org.jabref.gui.externalfiles,UnlinkedFilesDialogView.SearchContextAction,52,0,5,0,10,0,6,0,2,0
JabRef,org.jabref.gui.externalfiles,ExternalFilesEntryLinker,260,31,14,0,66,8,16,2,9,2
JabRef,org.jabref.gui.edit.automaticfiededitor.editfieldcontent,EditFieldContentViewModel,14,296,3,21,4,66,5,22,2,13
JabRef,org.jabref.gui.edit.automaticfiededitor.editfieldcontent,EditFieldContentTabView,150,0,0,0,30,0,8,0,8,0
JabRef,org.jabref.gui.preferences.entryeditor,EntryEditorTabViewModel,424,0,12,0,86,0,23,0,17,0
JabRef,org.jabref.gui.preferences.entryeditor,EntryEditorTab,146,0,0,0,24,0,4,0,4,0
